,image_id,question_id,true_answer,model_answer,question,field,bleu,f1,meteor,anls,rouge-1,rouge-2,rouge-L,rouge-L-Sum,bert-score-precision,bert-score-recall,bert-score-f1,llm-as-judgement-score,llm-as-judgement
255,V2_50,1,C2 Ổi Hồng Chanh Dây,Nước uống C2 vị hồng đào chanh dây,Có thể cho biết tên của sản phẩm này không?,Tên sản phẩm,0.0,0.0,0.596,0.529,0.632,0.353,0.632,0.632,0.867,0.814,0.84,3.0,"Câu trả lời hơi khác so với câu trả lời tham chiếu về phần tên sản phẩm, nhưng vẫn mang ý nghĩa tương tự."
256,V2_50,2,"Nước ngọt, Nước giải khát",Nước giải khát,Sản phẩm trong ảnh thuộc nhóm nào?,Loại sản phẩm,0.0,0.0,0.613,0.583,0.75,0.714,0.75,0.75,0.899,0.934,0.916,4.0,"Câu trả lời gần đúng với câu trả lời tham chiếu, chỉ khác nhau về độ chi tiết."
257,V2_50,3,"Hồng, Vàng",Màu hồng với hình ảnh trái cây,Hãy cho tôi biết màu sắc của sản phẩm này?,Màu sắc,0.0,0.0,0.2,0.0,0.353,0.267,0.353,0.353,0.791,0.747,0.768,3.0,"Câu trả lời mô tả màu sắc chi tiết hơn so với câu trả lời tham chiếu, nhưng vẫn giữ được ý chính."
258,V2_51,1,C2 Ổi Hồng Chanh Dây,Nước uống trái cây 2 Avafruit,Sản phẩm này được gọi là gì?,Tên sản phẩm,0.0,0.0,0.0,0.0,0.353,0.0,0.235,0.235,0.667,0.661,0.664,1.0,Câu trả lời sai hoàn toàn so với câu trả lời tham chiếu.
259,V2_51,2,Nước giải khát,Nước uống trái cây,Sản phẩm này thuộc loại nào?,Loại sản phẩm,0.0,0.0,0.161,0.0,0.429,0.167,0.429,0.429,0.764,0.758,0.761,3.0,"Câu trả lời hơi khác so với câu trả lời tham chiếu, nhưng vẫn mang ý nghĩa tương tự."
260,V2_51,3,"Hồng, Vàng",Màu hồng,Hãy cho tôi biết màu sắc của sản phẩm này?,Màu sắc,0.0,0.0,0.25,0.0,0.5,0.333,0.5,0.5,0.848,0.848,0.848,3.0,Câu trả lời không đầy đủ chi tiết so với câu trả lời tham chiếu.
261,V2_51,4,Giải khát,Không xác định,Bạn có thể cho biết công dụng của sản phẩm không?,Công dụng/Hướng dẫn sử dụng,0.0,0.0,0.0,0.0,0.222,0.0,0.222,0.222,0.742,0.748,0.745,5.0,"Câu trả lời ""không xác định"" trùng khớp với câu trả lời tham chiếu."
262,V2_51,5,Xem hạn sử dụng trên cổ chai,Không xác định,Hạn sử dụng của sản phẩm là gì?,Hạn sử dụng,0.0,0.0,0.0,0.0,0.267,0.0,0.267,0.267,0.686,0.707,0.697,5.0,"Câu trả lời ""không xác định"" trùng khớp với câu trả lời tham chiếu."
263,V2_52,4,Dùng để giải khát,Dùng để uống,Sản phẩm này dùng để làm gì?,Công dụng/Hướng dẫn sử dụng,0.0,0.0,0.481,0.0,0.4,0.25,0.4,0.4,0.832,0.86,0.846,4.0,"Câu trả lời gần đúng với câu trả lời tham chiếu, chỉ khác nhau về cách diễn đạt."
264,V2_52,5,12 tháng tính từ ngày sản xuất,Không xác định,Sản phẩm trong ảnh có hạn dùng đến khi nào?,Hạn sử dụng,0.0,0.0,0.0,0.0,0.235,0.0,0.235,0.235,0.689,0.722,0.705,5.0,"Câu trả lời ""không xác định"" trùng khớp với câu trả lời tham chiếu."
265,V2_52,3,"Hồng, Vàng",Màu hồng với hình ảnh lá xanh và quả chanh dây,Sản phẩm này có màu như thế nào?,Màu sắc,0.0,0.0,0.172,0.0,0.3,0.222,0.3,0.3,0.792,0.724,0.756,3.0,"Câu trả lời mô tả màu sắc chi tiết hơn so với câu trả lời tham chiếu, nhưng vẫn giữ được ý chính."
266,V2_52,1,C2 Ổi Hồng Chanh Dây,Trà xanh hương chanh dây C2,Đây là sản phẩm gì?,Tên sản phẩm,0.0,0.0,0.501,0.556,0.8,0.615,0.667,0.667,0.83,0.818,0.824,1.0,Câu trả lời sai hoàn toàn so với câu trả lời tham chiếu.
267,V2_52,2,Đồ uống giải khát,Trà,Phân loại của sản phẩm này là gì?,Loại sản phẩm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.695,0.735,0.714,2.0,Câu trả lời không chính xác và không đầy đủ so với câu trả lời tham chiếu.
268,V2_53,1,Brain Booster Ginkgo Biloba,Brain Booster Ginkgo Biloba 600mg,Tên của sản phẩm này là gì?,Tên sản phẩm,0.669,0.751,0.968,0.818,0.889,0.857,0.889,0.889,0.936,0.857,0.895,4.0,"Câu trả lời gần đúng với câu trả lời tham chiếu, chỉ khác nhau về độ chi tiết."
269,V2_53,2,Thực phẩm chức năng bổ não,Thực phẩm chức năng,Sản phẩm này thuộc loại nào?,Loại sản phẩm,0.607,0.699,0.684,0.731,0.842,0.824,0.842,0.842,0.881,0.944,0.912,4.0,"Câu trả lời gần đúng với câu trả lời tham chiếu, chỉ khác nhau về độ chi tiết."
270,V2_53,3,"Trắng, xanh dương",Hộp trắng với nhãn xanh dương,Hãy cho tôi biết màu sắc của sản phẩm này?,Màu sắc,0.0,0.0,0.774,0.552,0.625,0.429,0.625,0.625,0.857,0.761,0.806,4.0,"Câu trả lời gần đúng với câu trả lời tham chiếu, chỉ khác nhau về độ chi tiết."
271,V2_53,4,"Tăng cường sức khỏe não bộ, tăng cường sự tỉnh táo và cải thiện trí nhớ","Giúp cải thiện sức khỏe não bộ, tinh thần tỉnh táo và trí nhớ",Bạn có thể cho biết công dụng của sản phẩm không?,Công dụng/Hướng dẫn sử dụng,0.271,0.37,0.679,0.557,0.72,0.583,0.6,0.6,0.876,0.881,0.878,4.0,"Câu trả lời gần đúng với câu trả lời tham chiếu, chỉ khác nhau về cách diễn đạt."
272,V2_53,5,Không xác định,Không xác định,Tôi có thể sử dụng sản phẩm này trong bao lâu?,Hạn sử dụng,0.0,0.0,0.981,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,"Cả hai câu trả lời đều ""không xác định"", hoàn toàn trùng khớp."
273,V2_54,5,Không xác định,Không xác định,Sản phẩm này có thời hạn sử dụng bao lâu?,Hạn sử dụng,0.0,0.0,0.981,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,"Cả hai câu trả lời đều ""không xác định"", hoàn toàn trùng khớp."
274,V2_54,4,Uống 1 viên mỗi ngày cùng với bữa ăn hoặc theo chỉ dẫn của chuyên gia,Take 1 capsule daily with a meal or as professionally prescribed,Hướng dẫn sử dụng sản phẩm này như thế nào?,Công dụng/Hướng dẫn sử dụng,0.0,0.0,0.032,0.0,0.105,0.0,0.105,0.105,0.734,0.711,0.722,5.0,Câu trả lời và câu trả lời tham chiếu đều chính xác và có nghĩa tương đương.
275,V2_54,3,"Trắng, xám",Không xác định,Màu của sản phẩm là màu gì?,Màu sắc,0.0,0.0,0.0,0.0,0.444,0.286,0.444,0.444,0.732,0.738,0.735,2.0,"Câu trả lời ""không xác định"" không phù hợp với ngữ cảnh, thiếu thông tin cần thiết."
276,V2_54,1,Healthy Care Brain Booster Ginkgo Biloba,Brain Booster Ginkgo Biloba 6000mg Capsules,Tên sản phẩm trong ảnh là gì?,Tên sản phẩm,0.508,0.55,0.661,0.0,0.667,0.6,0.667,0.667,0.87,0.81,0.839,3.0,"Câu trả lời gần đúng, nhưng không chính xác hoàn toàn so với câu trả lời tham chiếu."
277,V2_54,2,Viên uống bổ não,Thực phẩm chức năng,Sản phẩm này được phân loại như thế nào?,Loại sản phẩm,0.0,0.0,0.0,0.0,0.267,0.0,0.267,0.267,0.735,0.744,0.739,3.0,"Câu trả lời gần đúng với câu trả lời tham chiếu, nhưng chưa đủ chi tiết."
278,V2_55,1,Không thể xác định tên sản phẩm từ hình ảnh,Ultimate Length,Sản phẩm này có tên là gì?,Tên sản phẩm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.636,0.687,0.661,3.0,"Câu trả lời khá chính xác, nhưng chưa đầy đủ chi tiết như câu trả lời tham chiếu."
279,V2_55,2,Viên uống bổ não,Thực phẩm chức năng,Sản phẩm này thuộc loại nào?,Loại sản phẩm,0.0,0.0,0.0,0.0,0.267,0.0,0.267,0.267,0.735,0.744,0.739,2.0,Câu trả lời không chính xác so với câu trả lời tham chiếu.
280,V2_55,3,"Trắng, xanh dương",Màu trắng với nhãn xanh dương,Màu của sản phẩm là màu gì?,Màu sắc,0.0,0.0,0.774,0.552,0.625,0.429,0.625,0.625,0.877,0.788,0.83,4.0,"Câu trả lời gần đúng với câu trả lời tham chiếu, chỉ khác nhau về độ chi tiết."
281,V2_55,4,Không thể xác định công dụng từ hình ảnh,Không xác định,Sản phẩm này dùng để làm gì?,Công dụng/Hướng dẫn sử dụng,0.0,0.0,0.304,0.0,0.526,0.353,0.526,0.526,0.744,0.822,0.781,5.0,"Cả hai câu trả lời đều ""không xác định"", hoàn toàn trùng khớp."
282,V2_55,5,Không thể xác định hạn sử dụng từ hình ảnh,2 tháng 2 năm 2026,Sản phẩm trong ảnh có hạn dùng đến khi nào?,Hạn sử dụng,0.0,0.0,0.0,0.0,0.273,0.0,0.182,0.182,0.556,0.554,0.555,1.0,Câu trả lời sai hoàn toàn so với câu trả lời tham chiếu.
283,V2_56,4,Dùng để pha vào đồ uống nhằm tăng hương vị,Không xác định,Bạn có thể cho biết công dụng của sản phẩm không?,Công dụng/Hướng dẫn sử dụng,0.0,0.0,0.0,0.0,0.211,0.0,0.211,0.211,0.629,0.673,0.65,5.0,"Câu trả lời ""không xác định"" trùng khớp với câu trả lời tham chiếu."
284,V2_56,3,Nâu,Màu nâu cam,Sản phẩm này có đặc điểm gì về màu sắc?,Màu sắc,0.0,0.0,0.417,0.0,0.571,0.4,0.571,0.571,0.827,0.81,0.818,4.0,"Câu trả lời gần đúng với câu trả lời tham chiếu, chỉ khác nhau về độ chi tiết."
285,V2_56,5,"10/01/2026, nên dùng trước ngày này. Bảo quản nơi khô ráo, thoáng mát",Không xác định,Hạn sử dụng của sản phẩm là gì?,Hạn sử dụng,0.0,0.0,0.0,0.0,0.207,0.0,0.138,0.138,0.624,0.68,0.651,1.0,Câu trả lời thiếu thông tin quan trọng so với câu trả lời tham chiếu.
286,V2_56,1,Teisseiro,Teisseire,Hãy cho tôi biết tên sản phẩm trong ảnh?,Tên sản phẩm,0.0,0.0,0.0,0.889,0.0,0.0,0.0,0.0,0.942,0.942,0.942,4.0,"Câu trả lời gần đúng với câu trả lời tham chiếu, chỉ khác nhau về cách viết."
287,V2_56,2,Si-rô,Siro hoa quả,Đây là loại sản phẩm gì?,Loại sản phẩm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.878,0.812,0.844,4.0,"Câu trả lời gần đúng với câu trả lời tham chiếu, chỉ khác nhau về độ chi tiết."
288,V2_57,1,Mathieu Teisseire Litchi Lychee,Litchi-Lychee,Sản phẩm này có tên là gì?,Tên sản phẩm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.663,0.739,0.699,4.0,"Câu trả lời gần đúng với câu trả lời tham chiếu, chỉ khác nhau về độ chi tiết."
289,V2_57,2,Si-rô,Sirop,Đây là loại sản phẩm gì?,Loại sản phẩm,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.913,0.913,0.913,5.0,Câu trả lời và câu trả lời tham chiếu đều chính xác và có nghĩa tương đương.
290,V2_57,3,Nâu,Nâu đỏ,Sản phẩm trong ảnh có màu gì?,Màu sắc,0.0,0.0,0.455,0.5,1.0,1.0,1.0,1.0,0.835,0.813,0.824,4.0,"Câu trả lời gần đúng với câu trả lời tham chiếu, chỉ khác nhau về độ chi tiết."
291,V2_57,4,Dùng để pha vào đồ uống nhằm tăng hương vị,Pha chế đồ uống,Sản phẩm này dùng để làm gì?,Công dụng/Hướng dẫn sử dụng,0.0,0.0,0.272,0.0,0.333,0.125,0.333,0.333,0.743,0.802,0.771,4.0,"Câu trả lời gần đúng với câu trả lời tham chiếu, chỉ khác nhau về cách diễn đạt."
292,V2_57,5,Không xác định,Không xác định,Tôi có thể sử dụng sản phẩm này trong bao lâu?,Hạn sử dụng,0.0,0.0,0.981,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,"Cả hai câu trả lời đều ""không xác định"", hoàn toàn trùng khớp."
293,V2_58,5,Không xác định,Không xác định,Bạn có thể cho biết hạn sử dụng của sản phẩm không?,Hạn sử dụng,0.0,0.0,0.981,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,"Cả hai câu trả lời đều ""không xác định"", hoàn toàn trùng khớp."
294,V2_58,3,Nâu,Màu nâu,Màu của sản phẩm là màu gì?,Màu sắc,0.0,0.0,0.455,0.0,0.667,0.5,0.667,0.667,0.871,0.85,0.86,5.0,Câu trả lời và câu trả lời tham chiếu đều chính xác và giống nhau.
295,V2_58,4,Không xác định,Uống,Bạn có thể cho biết công dụng của sản phẩm không?,Công dụng/Hướng dẫn sử dụng,0.0,0.0,0.0,0.0,0.286,0.0,0.286,0.286,0.724,0.736,0.73,2.0,Câu trả lời không chính xác so với câu trả lời tham chiếu.
296,V2_58,1,Teisseiro,Whisky,Đây là sản phẩm gì?,Tên sản phẩm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.753,0.758,0.756,1.0,Câu trả lời sai hoàn toàn so với câu trả lời tham chiếu.
297,V2_58,2,Không xác định,Rượu,Hãy cho tôi biết phân loại của sản phẩm này?,Loại sản phẩm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.706,0.713,0.709,2.0,Câu trả lời không chính xác và không đầy đủ so với câu trả lời tham chiếu.
298,V2_59,1,ORIHIRO,Thực phẩm chức năng,Đây là sản phẩm gì?,Tên sản phẩm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.728,0.716,0.722,2.0,Câu trả lời không chính xác so với câu trả lời tham chiếu.
299,V2_59,2,Không xác định,Thực phẩm chức năng,Phân loại của sản phẩm này là gì?,Loại sản phẩm,0.0,0.0,0.0,0.0,0.308,0.0,0.154,0.154,0.716,0.728,0.722,2.0,Câu trả lời không chính xác và không đầy đủ so với câu trả lời tham chiếu.
300,V2_59,3,"Nâu, xanh lá nhạt, trắng","Chai màu đen, nắp xanh lá",Hãy cho tôi biết màu sắc của sản phẩm này?,Màu sắc,0.0,0.0,0.368,0.0,0.5,0.143,0.375,0.375,0.813,0.803,0.808,3.0,"Câu trả lời của trợ lý mô tả màu sắc khác với câu trả lời tham chiếu. Câu trả lời tham chiếu là nâu xanh lá nhạt trắng, trong khi câu trả lời của trợ lý là chai màu đen nắp xanh lá."
301,V2_59,4,Uống 4 viên mỗi ngày với nước hoặc nước ấm.,Không xác định,Hướng dẫn sử dụng sản phẩm này như thế nào?,Công dụng/Hướng dẫn sử dụng,0.0,0.0,0.0,0.0,0.174,0.0,0.174,0.174,0.635,0.686,0.659,1.0,"Câu trả lời của trợ lý không chính xác, không cung cấp thông tin hướng dẫn sử dụng như trong câu trả lời tham chiếu."
302,V2_59,5,Không xác định,Không xác định,Bạn có thể cho biết hạn sử dụng của sản phẩm không?,Hạn sử dụng,0.0,0.0,0.981,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,Cả hai câu trả lời đều không xác định được hạn sử dụng.
303,V2_60,5,Dùng hết trước tháng 11 năm 2026,2026.11.29A,Sản phẩm này có thời hạn sử dụng bao lâu?,Hạn sử dụng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.617,0.629,0.623,2.0,"Câu trả lời của trợ lý không chính xác, không khớp với định dạng ngày tháng năm trong câu trả lời tham chiếu."
304,V2_60,4,Không xác định,Không xác định,Hướng dẫn sử dụng sản phẩm này như thế nào?,Công dụng/Hướng dẫn sử dụng,0.0,0.0,0.981,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,Cả hai câu trả lời đều không xác định được hướng dẫn sử dụng.
305,V2_60,1,ORIHIRO,EPA-DHA含有精製魚油加工食品,Tên sản phẩm trong ảnh là gì?,Tên sản phẩm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.65,0.701,1.0,"Câu trả lời của trợ lý không chính xác, tên sản phẩm khác xa so với câu trả lời tham chiếu."
306,V2_60,2,Thực phẩm bổ sung,Thực phẩm chức năng,Sản phẩm này được phân loại như thế nào?,Loại sản phẩm,0.0,0.0,0.469,0.684,0.571,0.5,0.571,0.571,0.864,0.864,0.864,4.0,"Câu trả lời của trợ lý khá sát với câu trả lời tham chiếu, chỉ khác biệt về từ ngữ."
307,V2_60,3,"Nâu, xanh lá nhạt, trắng",Nâu,Sản phẩm này màu gì?,Màu sắc,0.0,0.0,0.109,0.0,0.4,0.25,0.4,0.4,0.671,0.773,0.718,3.0,"Câu trả lời của trợ lý chỉ đề cập đến một phần màu sắc của sản phẩm, không đầy đủ như câu trả lời tham chiếu."
308,V2_61,1,ORIHIRO,Omega-3 Fish Oil,Sản phẩm này có tên là gì?,Tên sản phẩm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.751,0.725,0.738,1.0,"Câu trả lời của trợ lý không chính xác, tên sản phẩm khác với câu trả lời tham chiếu."
309,V2_61,2,Dầu cá Omega-3,Thực phẩm chức năng,Đây là loại sản phẩm gì?,Loại sản phẩm,0.0,0.0,0.0,0.0,0.167,0.0,0.167,0.167,0.72,0.752,0.735,3.0,"Câu trả lời của trợ lý và câu trả lời tham chiếu đều đề cập đến loại sản phẩm, nhưng không hoàn toàn trùng khớp."
310,V2_61,3,Nâu,"Nhãn xanh dương, nắp màu xanh lá",Sản phẩm này có màu như thế nào?,Màu sắc,0.0,0.0,0.0,0.0,0.308,0.0,0.308,0.308,0.757,0.669,0.711,3.0,Câu trả lời của trợ lý mô tả màu sắc khác với câu trả lời tham chiếu.
311,V2_61,4,Uống 4 viên mỗi ngày,Dùng để bổ sung EPA và DHA,Sản phẩm trong ảnh được sử dụng như thế nào?,Công dụng/Hướng dẫn sử dụng,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.125,0.652,0.659,0.656,4.0,"Câu trả lời của trợ lý cung cấp một phần thông tin hướng dẫn sử dụng, nhưng không đầy đủ như câu trả lời tham chiếu."
312,V2_61,5,Không xác định,Không xác định,Sản phẩm này có hạn sử dụng đến khi nào?,Hạn sử dụng,0.0,0.0,0.981,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,Cả hai câu trả lời đều không xác định được hạn sử dụng.
313,V2_62,1,Không xác định,Không xác định,Hãy cho tôi biết tên sản phẩm trong ảnh?,Tên sản phẩm,0.0,0.0,0.981,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,Cả hai câu trả lời đều không xác định được tên sản phẩm.
314,V2_62,2,Thực phẩm chức năng,Không xác định,Phân loại của sản phẩm này là gì?,Loại sản phẩm,0.0,0.0,0.0,0.0,0.308,0.0,0.154,0.154,0.728,0.716,0.722,1.0,"Câu trả lời của trợ lý không chính xác, không cung cấp thông tin phân loại sản phẩm."
315,V2_62,3,Nâu,Chai màu nâu,Bạn có thể mô tả màu sắc của sản phẩm không?,Màu sắc,0.0,0.0,0.417,0.0,0.571,0.4,0.571,0.571,0.818,0.751,0.783,5.0,Câu trả lời của trợ lý và câu trả lời tham chiếu đều mô tả màu sắc là nâu.
316,V2_62,4,Uống 4 viên mỗi ngày,Không xác định,Cách sử dụng sản phẩm này như thế nào?,Công dụng/Hướng dẫn sử dụng,0.0,0.0,0.0,0.0,0.143,0.0,0.143,0.143,0.644,0.682,0.662,1.0,"Câu trả lời của trợ lý không chính xác, không cung cấp thông tin hướng dẫn sử dụng."
317,V2_62,5,Không xác định,Không xác định,Bạn có thể cho biết hạn sử dụng của sản phẩm không?,Hạn sử dụng,0.0,0.0,0.981,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,Cả hai câu trả lời đều không xác định được hạn sử dụng.
318,V2_63,5,Không xác định,Không xác định,Sản phẩm này có hạn sử dụng đến khi nào?,Hạn sử dụng,0.0,0.0,0.981,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,Cả hai câu trả lời đều không xác định được hạn sử dụng.
319,V2_63,3,"Trắng, xanh lá",Trắng và xanh lá,Hãy cho tôi biết màu sắc của sản phẩm này?,Màu sắc,0.0,0.0,0.824,0.812,0.889,0.571,0.889,0.889,0.924,0.893,0.908,4.0,"Câu trả lời của trợ lý khá sát với câu trả lời tham chiếu, chỉ khác biệt về từ ngữ."
320,V2_63,4,"Để nhỏ mắt, nhỏ mũi","Dùng để nhỏ mắt, nhỏ mũi",Sản phẩm trong ảnh được sử dụng như thế nào?,Công dụng/Hướng dẫn sử dụng,0.76,0.795,0.976,0.783,0.857,0.833,0.857,0.857,0.942,0.922,0.932,5.0,Câu trả lời của trợ lý và câu trả lời tham chiếu đều giống nhau về công dụng.
321,V2_63,1,"Dung dịch nhỏ mắt, nhỏ mũi Natri Clorid 0.9%","Natri clorid 0,9%",Tên sản phẩm trong ảnh là gì?,Tên sản phẩm,0.0,0.0,0.351,0.0,0.4,0.308,0.4,0.4,0.783,0.91,0.842,4.0,"Câu trả lời của trợ lý khá sát với câu trả lời tham chiếu, chỉ khác biệt về từ ngữ."
322,V2_63,2,"Thuốc nhỏ mắt, nhỏ mũi","Thuốc nhỏ mắt, nhỏ mũi",Sản phẩm này thuộc loại gì?,Loại sản phẩm,1.0,1.0,0.996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,Câu trả lời của trợ lý và câu trả lời tham chiếu đều giống nhau về loại sản phẩm.
323,V2_64,1,Không xác định,Không xác định,Tên sản phẩm trong ảnh là gì?,Tên sản phẩm,0.0,0.0,0.981,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,Cả hai câu trả lời đều không xác định được tên sản phẩm.
324,V2_64,2,Dược phẩm,Không xác định,Hãy cho tôi biết phân loại của sản phẩm này?,Loại sản phẩm,0.0,0.0,0.0,0.0,0.222,0.0,0.222,0.222,0.691,0.691,0.691,1.0,"Câu trả lời của trợ lý không chính xác, không cung cấp thông tin phân loại sản phẩm."
325,V2_64,3,Trắng,Không xác định,Sản phẩm này màu gì?,Màu sắc,0.0,0.0,0.0,0.0,0.286,0.0,0.286,0.286,0.774,0.747,0.76,1.0,"Câu trả lời của trợ lý không chính xác, không cung cấp thông tin màu sắc."
326,V2_64,4,Để xa tầm tay trẻ em. Đọc kỹ hướng dẫn sử dụng trước khi dùng. Tham khảo thêm ý kiến bác sĩ. Chỉ sử dụng trong 15 ngày sau khi mở nắp.,Dùng trong 15 ngày sau khi mở nắp,Hướng dẫn sử dụng sản phẩm này như thế nào?,Công dụng/Hướng dẫn sử dụng,0.043,0.078,0.268,0.0,0.407,0.385,0.407,0.407,0.722,0.903,0.802,3.0,"Câu trả lời của trợ lý cung cấp một phần thông tin hướng dẫn sử dụng, nhưng không đầy đủ như câu trả lời tham chiếu."
327,V2_64,5,Không xác định,Không xác định,Sản phẩm này có hạn sử dụng đến khi nào?,Hạn sử dụng,0.0,0.0,0.981,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,Cả hai câu trả lời đều không xác định được hạn sử dụng.
328,V2_65,1,"Dung dịch nhỏ mắt, nhỏ mũi Natri Clorid",Không xác định,Hãy cho tôi biết tên sản phẩm trong ảnh?,Tên sản phẩm,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.125,0.659,0.695,0.676,1.0,"Câu trả lời của trợ lý không chính xác, không cung cấp thông tin tên sản phẩm."
329,V2_65,2,"Thuốc nhỏ mắt, nhỏ mũi",Không xác định,Hãy cho tôi biết phân loại của sản phẩm này?,Loại sản phẩm,0.0,0.0,0.0,0.0,0.308,0.182,0.308,0.308,0.705,0.714,0.709,1.0,"Câu trả lời của trợ lý không chính xác, không cung cấp thông tin phân loại sản phẩm."
330,V2_65,3,Trắng,Không xác định,Sản phẩm này có đặc điểm gì về màu sắc?,Màu sắc,0.0,0.0,0.0,0.0,0.286,0.0,0.286,0.286,0.774,0.747,0.76,1.0,"Câu trả lời của trợ lý không chính xác, không cung cấp thông tin màu sắc."
331,V2_65,4,"Nhỏ hoặc rửa mắt, hốc mũi mỗi lần 1-3 giọt, ngày 1-3 lần","Rửa mắt, rửa mũi, phun trị nghẹt mũi, sổ mũi, viêm mũi dị ứng. Dùng được cho trẻ sơ sinh.",Cách sử dụng sản phẩm này như thế nào?,Công dụng/Hướng dẫn sử dụng,0.0,0.0,0.109,0.0,0.415,0.196,0.34,0.34,0.691,0.696,0.694,3.0,Câu trả lời của trợ lý cung cấp thông tin hướng dẫn sử dụng nhưng không đầy đủ và chi tiết bằng câu trả lời tham chiếu.
332,V2_65,5,Không xác định,Không xác định,Tôi có thể sử dụng sản phẩm này trong bao lâu?,Hạn sử dụng,0.0,0.0,0.981,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,Cả hai câu trả lời đều không xác định được hạn sử dụng.
333,V2_66,5,Không xác định,Không xác định,Hạn sử dụng của sản phẩm là gì?,Hạn sử dụng,0.0,0.0,0.981,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,Cả hai câu trả lời đều không xác định được hạn sử dụng.
334,V2_66,3,"Trắng, xanh lá",Nhãn trắng với chữ xanh lá,Bạn có thể mô tả màu sắc của sản phẩm không?,Màu sắc,0.0,0.0,0.774,0.5,0.615,0.364,0.615,0.615,0.878,0.788,0.831,4.0,"Câu trả lời của trợ lý khá sát với câu trả lời tham chiếu, chỉ khác biệt về từ ngữ."
335,V2_66,4,Không xác định,Dùng để tiêm hoặc rửa,Sản phẩm này dùng để làm gì?,Công dụng/Hướng dẫn sử dụng,0.0,0.0,0.0,0.0,0.308,0.0,0.308,0.308,0.7,0.662,0.681,1.0,"Câu trả lời của trợ lý không chính xác, không cung cấp thông tin công dụng."
336,V2_66,1,Natri Clorid 0.9%,"Natri clorid 0,9%",Tên của sản phẩm này là gì?,Tên sản phẩm,0.0,0.0,0.981,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,Câu trả lời của trợ lý và câu trả lời tham chiếu đều giống nhau về tên sản phẩm.
337,V2_66,2,Không xác định,Dung dịch sinh lý,Có thể cho biết loại của sản phẩm này được không?,Loại sản phẩm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.736,0.744,0.74,1.0,"Câu trả lời của trợ lý không chính xác, không cung cấp thông tin phân loại sản phẩm."
338,V2_67,1,Dung dịch nhỏ mắt Diquas,DIQUAS,Đây là sản phẩm gì?,Tên sản phẩm,0.0,0.0,0.109,0.0,0.25,0.0,0.25,0.25,0.753,0.865,0.805,4.0,"Câu trả lời của trợ lý khá sát với câu trả lời tham chiếu, chỉ khác biệt về từ ngữ."
339,V2_67,2,Thuốc nhỏ mắt,Dung dịch nhỏ mắt,Đây là loại sản phẩm gì?,Loại sản phẩm,0.0,0.0,0.605,0.529,0.545,0.444,0.545,0.545,0.895,0.866,0.881,4.0,"Câu trả lời của trợ lý khá sát với câu trả lời tham chiếu, chỉ khác biệt về từ ngữ."
340,V2_67,3,"Trắng, xanh dương, vàng",Hộp màu trắng với dải màu vàng và xanh,Sản phẩm trong ảnh có màu gì?,Màu sắc,0.0,0.0,0.333,0.0,0.522,0.286,0.435,0.435,0.802,0.735,0.767,4.0,"Câu trả lời của trợ lý khá sát với câu trả lời tham chiếu, chỉ khác biệt về từ ngữ."
